uid,title,types,sourceTypes,source,names,links,citations,identifiers,keywords
WOS:A1980JR92200012,ON THE INTERACTION BETWEEN A RADIATIVELY DAMPED PLANETARY WAVE AND THE ZONALLY AVERAGED CIRCULATION IN THE MIDDLE ATMOSPHERE,['Article'],['Article'],"{'sourceTitle': 'PURE AND APPLIED GEOPHYSICS', 'publishYear': 1980, 'volume': '118', 'issue': '1-2', 'pages': {'range': '266-283', 'begin': '266', 'end': '283', 'count': 18}}","{'authors': [{'displayName': 'BATES, JR', 'wosStandard': 'BATES, JR', 'researcherId': 'CFT-0715-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JR92200012&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JR92200012&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JR92200012&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 7}]","{'doi': '10.1007/BF01586454', 'issn': '0033-4553'}",{'authorKeywords': []}
BCI:BCI198171004885,POLLEN ANALYTICAL STUDIES IN THE LATE GLACIAL AND EARLY POSTGLACIAL PERIOD OF BERLIN EAST GERMANY,['Article'],['Article'],"{'sourceTitle': 'Verhandlungen des Botanischen Vereins der Provinz Brandenburg', 'publishYear': 1980, 'volume': '115', 'pages': {'range': '21-72', 'begin': '21', 'end': '72', 'count': 52}}",{'authors': [{'displayName': 'BRANDE A'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI198171004885&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 13}]",{},{'authorKeywords': []}
WOS:A1980JG48500008,STRATOSPHERIC AEROSOL MODIFICATION BY SUPERSONIC TRANSPORT AND SPACE-SHUTTLE OPERATIONS - CLIMATE IMPLICATIONS,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF APPLIED METEOROLOGY', 'publishYear': 1980, 'volume': '19', 'issue': '1', 'pages': {'range': '78-89', 'begin': '78', 'end': '89', 'count': 12}}","{'authors': [{'displayName': 'TURCO, RP', 'wosStandard': 'TURCO, RP', 'researcherId': 'EAK-7641-2022'}, {'displayName': 'TOON, OB', 'wosStandard': 'TOON, OB', 'researcherId': 'GBK-9146-2022'}, {'displayName': 'POLLACK, JB', 'wosStandard': 'POLLACK, JB', 'researcherId': 'FRC-0674-2022'}, {'displayName': 'WHITTEN, RC', 'wosStandard': 'WHITTEN, RC', 'researcherId': 'CJX-1926-2022'}, {'displayName': 'POPPOFF, IG', 'wosStandard': 'POPPOFF, IG', 'researcherId': 'DOB-5262-2022'}, {'displayName': 'HAMILL, P', 'wosStandard': 'HAMILL, P', 'researcherId': 'CSI-2998-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JG48500008&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JG48500008&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JG48500008&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 32}]","{'doi': '10.1175/1520-0450(1980)019<0078:SAMBST>2.0.CO;2', 'issn': '0894-8763'}",{'authorKeywords': []}
WOS:A1980JL80000001,SOME LOCAL CLIMATE TRENDS IN 4 CITIES OF NEW-YORK STATE,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF APPLIED METEOROLOGY', 'publishYear': 1980, 'volume': '19', 'issue': '2', 'pages': {'range': '135-141', 'begin': '135', 'end': '141', 'count': 7}}","{'authors': [{'displayName': 'JONES, PA', 'wosStandard': 'JONES, PA', 'researcherId': 'CYA-1269-2022'}, {'displayName': 'JIUSTO, JE', 'wosStandard': 'JIUSTO, JE', 'researcherId': 'CXJ-7147-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JL80000001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JL80000001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JL80000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 14}]","{'doi': '10.1175/1520-0450(1980)019<0135:SLCTIF>2.0.CO;2', 'issn': '0894-8763'}",{'authorKeywords': []}
WOS:A1980JV14600001,CLIMATIC-CHANGE OR ANALYSTS ARTIFICE - A STUDY OF GRID-POINT UPPER-AIR DATA,['Article'],['Article'],"{'sourceTitle': 'METEOROLOGICAL MAGAZINE', 'publishYear': 1980, 'volume': '109', 'issue': '1294', 'pages': {'range': '129-152', 'begin': '129', 'end': '152', 'count': 24}}","{'authors': [{'displayName': 'PARKER, DE', 'wosStandard': 'PARKER, DE', 'researcherId': 'DMP-2653-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JV14600001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JV14600001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JV14600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 13}]",{'issn': '0026-1149'},{'authorKeywords': []}
WOS:A1980JX01900023,"AEROSOL, CLOUD REFLECTIVITY AND CLIMATE",['Article'],['Note'],"{'sourceTitle': 'JOURNAL OF THE ATMOSPHERIC SCIENCES', 'publishYear': 1980, 'volume': '37', 'issue': '5', 'pages': {'range': '1136-1138', 'begin': '1136', 'end': '1138', 'count': 3}}","{'authors': [{'displayName': 'CHARLOCK, TP', 'wosStandard': 'CHARLOCK, TP', 'researcherId': 'ENT-6221-2022'}, {'displayName': 'SELLERS, WD', 'wosStandard': 'SELLERS, WD', 'researcherId': 'FVF-3518-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JX01900023&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JX01900023&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980JX01900023&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 23}]","{'doi': '10.1175/1520-0469(1980)037<1136:ACRAC>2.0.CO;2', 'issn': '0022-4928'}",{'authorKeywords': []}
WOS:A1980KM77400002,CLIMATIC-CHANGE PREDICTABILITY AND REALIZATION BY MEANS OF STATISTICAL FILTER MODELS,['Article'],['Article'],"{'sourceTitle': 'METEOROLOGISCHE RUNDSCHAU', 'publishYear': 1980, 'volume': '33', 'issue': '3', 'pages': {'range': '75-83', 'begin': '75', 'end': '83', 'count': 9}}","{'authors': [{'displayName': 'SCHONWIESE, CD', 'wosStandard': 'SCHONWIESE, CD', 'researcherId': 'FVW-5094-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KM77400002&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KM77400002&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KM77400002&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 2}]",{'issn': '0026-1211'},{'authorKeywords': []}
WOS:A1980KB98700003,MORE ON THE LA PORTE ANOMALY - A REVIEW,['Article'],['Article'],"{'sourceTitle': 'BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY', 'publishYear': 1980, 'volume': '61', 'issue': '7', 'pages': {'range': '702-711', 'begin': '702', 'end': '711', 'count': 10}}","{'authors': [{'displayName': 'CHANGNON, SA', 'wosStandard': 'CHANGNON, SA', 'researcherId': 'EOT-8652-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KB98700003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KB98700003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KB98700003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 29}]","{'doi': '10.1175/1520-0477(1980)061<0702:MOTLPA>2.0.CO;2', 'issn': '0003-0007'}",{'authorKeywords': []}
WOS:A1980KC29700005,DETECTING CLIMATE CHANGE DUE TO INCREASING CARBON-DIOXIDE,['Article'],['Article'],"{'sourceTitle': 'SCIENCE', 'publishYear': 1980, 'volume': '209', 'issue': '4458', 'pages': {'range': '763-768', 'begin': '763', 'end': '768', 'count': 6}}","{'authors': [{'displayName': 'MADDEN, RA', 'wosStandard': 'MADDEN, RA', 'researcherId': 'FLZ-1240-2022'}, {'displayName': 'RAMANATHAN, V', 'wosStandard': 'RAMANATHAN, V', 'researcherId': 'V-6291-2017'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KC29700005&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KC29700005&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KC29700005&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 125}]","{'doi': '10.1126/science.209.4458.763', 'issn': '0036-8075', 'eissn': '1095-9203', 'pmid': '17753291'}",{'authorKeywords': []}
WOS:A1980KN75900002,ON THE SIMULATION OF CLIMATE AND CLIMATE CHANGE WITH GENERAL-CIRCULATION MODELS,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF THE ATMOSPHERIC SCIENCES', 'publishYear': 1980, 'volume': '37', 'issue': '9', 'pages': {'range': '1903-1913', 'begin': '1903', 'end': '1913', 'count': 11}}","{'authors': [{'displayName': 'CHERVIN, RM', 'wosStandard': 'CHERVIN, RM', 'researcherId': 'CLT-0012-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KN75900002&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KN75900002&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KN75900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 19}]","{'doi': '10.1175/1520-0469(1980)037<1903:OTSOCA>2.0.CO;2', 'issn': '0022-4928'}",{'authorKeywords': []}
WOS:A1980KK76100024,LATE WISCONSIN CLIMATE OF NORTHERN FLORIDA AND THE ORIGIN OF SPECIES-RICH DECIDUOUS FOREST,['Article'],['Article'],"{'sourceTitle': 'SCIENCE', 'publishYear': 1980, 'volume': '210', 'issue': '4467', 'pages': {'range': '325-327', 'begin': '325', 'end': '327', 'count': 3}}","{'authors': [{'displayName': 'WATTS, WA', 'wosStandard': 'WATTS, WA', 'researcherId': 'EGT-2871-2022'}, {'displayName': 'STUIVER, M', 'wosStandard': 'STUIVER, M', 'researcherId': 'DXZ-5016-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KK76100024&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KK76100024&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1980KK76100024&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 107}]","{'doi': '10.1126/science.210.4467.325', 'issn': '0036-8075', 'eissn': '1095-9203', 'pmid': '17796051'}",{'authorKeywords': []}
WOS:A1981MW75700003,SOCIETAL RESPONSE TO CO-2-INDUCED CLIMATE CHANGE - OPPORTUNITIES FOR RESEARCH,['Review'],['Review'],"{'sourceTitle': 'CLIMATIC CHANGE', 'publishYear': 1981, 'volume': '3', 'issue': '4', 'pages': {'range': '387-428', 'begin': '387', 'end': '428', 'count': 42}}","{'authors': [{'displayName': 'WARRICK, RA', 'wosStandard': 'WARRICK, RA', 'researcherId': 'EDE-3266-2022'}, {'displayName': 'RIEBSAME, WE', 'wosStandard': 'RIEBSAME, WE', 'researcherId': 'FWX-7358-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW75700003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW75700003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW75700003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 13}]","{'doi': '10.1007/BF00139744', 'issn': '0165-0009', 'eissn': '1573-1480'}",{'authorKeywords': []}
WOS:A1981MU21500002,"MODERN POLLEN DEPOSITION AND HOLOCENE PALEOTEMPERATURE RECONSTRUCTIONS, CENTRAL NORTHERN CANADA",['Article'],['Article'],"{'sourceTitle': 'ARCTIC AND ALPINE RESEARCH', 'publishYear': 1981, 'volume': '13', 'issue': '4', 'pages': {'range': '387-408', 'begin': '387', 'end': '408', 'count': 22}}","{'authors': [{'displayName': 'ANDREWS, JT', 'wosStandard': 'ANDREWS, JT', 'researcherId': 'DSO-1138-2022'}, {'displayName': 'NICHOLS, H', 'wosStandard': 'NICHOLS, H', 'researcherId': 'DKM-4735-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MU21500002&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MU21500002&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MU21500002&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 26}]","{'doi': '10.2307/1551050', 'issn': '0004-0851'}",{'authorKeywords': []}
ZOOREC:ZOOR11800003250,"Late Quaternary animal remains from packrat middens in the eastern Grand Canyon, Arizona.",['Article'],['Article'],"{'sourceTitle': 'Journal of the Arizona-Nevada Academy of Science', 'publishYear': 1981, 'volume': '16', 'issue': '1', 'pages': {'range': '24-25', 'begin': '24', 'end': '25', 'count': 2}}","{'authors': [{'displayName': 'Cole, K.'}, {'displayName': 'Mead, J.I.'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=ZOOREC:ZOOR11800003250&DestLinkType=FullRecord&DestApp=ZOOREC'},"[{'db': 'WOK', 'count': 8}]",{'issn': '0193-8509'},{'authorKeywords': []}
WOS:A1981LF67300004,THE CURRENT STATUS AND FUTURE OF PEARY CARIBOU RANGIFER-TARANDUS-PEARYI ON THE ARCTIC ISLANDS OF CANADA,['Article'],['Article'],"{'sourceTitle': 'BIOLOGICAL CONSERVATION', 'publishYear': 1981, 'volume': '19', 'issue': '4', 'pages': {'range': '283-296', 'begin': '283', 'end': '296', 'count': 14}}","{'authors': [{'displayName': 'GUNN, A', 'wosStandard': 'GUNN, A', 'researcherId': 'CTO-7482-2022'}, {'displayName': 'MILLER, FL', 'wosStandard': 'MILLER, FL', 'researcherId': 'FMG-7920-2022'}, {'displayName': 'THOMAS, DC', 'wosStandard': 'THOMAS, DC', 'researcherId': 'JVR-9234-2024'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LF67300004&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LF67300004&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LF67300004&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 12}]","{'doi': '10.1016/0006-3207(81)90004-5', 'issn': '0006-3207', 'eissn': '1873-2917'}",{'authorKeywords': []}
BCI:BCI198324014164,CLIMATE CHANGE DUE TO INCREASED ATMOSPHERIC CARBON DI OXIDE,['Meeting'],['Meeting'],"{'sourceTitle': 'Abstracts of Papers American Chemical Society', 'publishYear': 1981, 'volume': '182', 'pages': {'range': '26-null', 'begin': '26'}}",{'authors': [{'displayName': 'WATTS R G'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI198324014164&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0065-7727'},{'authorKeywords': []}
WOS:A1981MW98300022,"CHANGES IN THE UNGULATE FAUNA OF ISRAEL DURING THE LAST 60,000 YEARS - CLIMATE CHANGE AND THE ADVENT OF DOMESTICATION",['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'ISRAEL JOURNAL OF ZOOLOGY', 'publishYear': 1981, 'volume': '30', 'issue': '1-2', 'pages': {'range': '102-102', 'begin': '102', 'end': '102', 'count': 1}}","{'authors': [{'displayName': 'DAVIS, SJM', 'wosStandard': 'DAVIS, SJM', 'researcherId': 'MKE-9795-2025'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW98300022&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW98300022&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MW98300022&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 1}]",{'issn': '0021-2210'},{'authorKeywords': []}
WOS:A1981MA98401927,CLIMATE CHANGE DUE TO INCREASED ATMOSPHERIC CO2,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY', 'publishYear': 1981, 'volume': '182', 'issue': 'AUG', 'pages': {'range': '26-PETR', 'begin': '26', 'end': 'PETR', 'count': 0}}","{'authors': [{'displayName': 'WATTS, RG', 'wosStandard': 'WATTS, RG', 'researcherId': 'GHS-3214-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MA98401927&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 1}]",{'issn': '0065-7727'},{'authorKeywords': []}
WOS:A1981MH23900018,SIMULATION EXPERIMENTS WITH A TEST FOR THE MEAN OF A TIME-SERIES FOR USE IN CLIMATE CHANGE EXPERIMENTS,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY', 'publishYear': 1981, 'volume': '62', 'issue': '6', 'pages': {'range': '880-880', 'begin': '880', 'end': '880', 'count': 1}}","{'authors': [{'displayName': 'ZWIERS, FW', 'wosStandard': 'ZWIERS, FW', 'researcherId': 'AFN-4089-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MH23900018&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0003-0007'},{'authorKeywords': []}
WOS:A1981MD56800001,WATER REQUIREMENTS AND MAN-INDUCED CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF THE IRRIGATION AND DRAINAGE DIVISION-ASCE', 'publishYear': 1981, 'volume': '107', 'issue': '3', 'pages': {'range': '247-255', 'begin': '247', 'end': '255', 'count': 9}}","{'authors': [{'displayName': 'HARGREAVES, GH', 'wosStandard': 'HARGREAVES, GH', 'researcherId': 'JAL-2166-2023'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MD56800001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MD56800001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981MD56800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 2}]",{'issn': '0044-7978'},{'authorKeywords': []}
WOS:A1981LF62200018,"ALL-UNION MEETING ON THE PROBLEM OF ANTHROPOGENIC CLIMATE CHANGE (LENINGRAD, APRIL 1-4, 1980)",['Editorial material'],['Editorial Material'],"{'sourceTitle': 'IZVESTIYA AKADEMII NAUK SSSR FIZIKA ATMOSFERY I OKEANA', 'publishYear': 1981, 'volume': '17', 'issue': '2', 'pages': {'range': '220-221', 'begin': '220', 'end': '221', 'count': 2}}","{'authors': [{'displayName': 'BYUTNER, EK', 'wosStandard': 'BYUTNER, EK', 'researcherId': 'EPS-4673-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LF62200018&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0002-3515'},{'authorKeywords': []}
WOS:A1981LP22500008,SURFACE OZONE MEASUREMENTS IN CLEAN-AIR,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS', 'publishYear': 1981, 'volume': '86', 'issue': 'NC2', 'pages': {'range': '1174-1180', 'begin': '1174', 'end': '1180', 'count': 7}}","{'authors': [{'displayName': 'OLTMANS, SJ', 'wosStandard': 'OLTMANS, SJ', 'researcherId': 'AAC-8987-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LP22500008&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LP22500008&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LP22500008&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 219}]","{'doi': '10.1029/JC086iC02p01174', 'issn': '2169-9275', 'eissn': '2169-9291'}",{'authorKeywords': []}
WOS:A1981LL21200011,A TEST OF TERMINAL MESOZOIC CATASTROPHE,['Article'],['Article'],"{'sourceTitle': 'EARTH AND PLANETARY SCIENCE LETTERS', 'publishYear': 1981, 'volume': '53', 'issue': '1', 'pages': {'range': '103-108', 'begin': '103', 'end': '108', 'count': 6}}","{'authors': [{'displayName': 'MCLEAN, DM', 'wosStandard': 'MCLEAN, DM', 'researcherId': 'DHM-2110-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LL21200011&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LL21200011&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1981LL21200011&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 19}]","{'doi': '10.1016/0012-821X(81)90031-5', 'issn': '0012-821X'}",{'authorKeywords': []}
