PMID,Title,Abstract,Year,Authors,Journal
40969535,Photoprotective pigment plasticity and cold acclimation strategies in <i>Cryptomeria japonica</i> across two common gardens.,"To cope with winter stress from low temperatures and excessive light, evergreen conifers employ seasonal adjustments in photosynthetic function. Understanding these regulatory mechanisms is critical for predicting coniferous forest responses to climate change and their role in the global carbon cycle. To assess variation in cold acclimation strategies, the following were analyzed: pigment composition, photochemical efficiency of photosystem II, and photosynthetic parameters in three to five provenances (Prv) of <i>Cryptomeria japonica</i> grown in two common gardens (CGs) with contrasting climates. All Prv exhibited winter chlorophyll reduction, increased xanthophyll cycle, lutein pigments, and rhodoxanthin accumulation, reflecting conserved photoprotective responses. However, needle chlorophyll concentrations were unexpectedly higher in the colder site, especially in the northernmost Prv, suggesting genotype-specific plasticity. Higher rhodoxanthin levels in the hotter sites indicated a trade-off between the xanthophyll cycle and rhodoxanthin-mediated protection governed by winter severity. Despite these differences, values of photochemical efficiency of photosystem II were similar among Prv within each garden, though consistently higher in the hotter garden. No significant variation in photosynthetic capacity was detected among the three Prv measured. This local adaptation is further supported by high phenotypic plasticity in pigment composition and leaf morphology. These findings highlight the diverse and flexible mechanisms by which <i>C. japonica</i> regulates pigment composition, enabling sustained photosynthesis across seasonal extremes, and suggest a role for both winter cold and summer heat in shaping local adaptation in this widely distributed conifer.",2025,Qingmin Han; Norihisa Kusumoto; Seiichi Kanetani; Yoshihisa Suyama; Yuki Tsujii; Daisuke Kabeya; Yoshihiko Tsumura; Kentaro Uchiyama,Forestry research
40969336,Scalable CO<sub>2</sub> Removal Using Electricity: Research Needs in Bipolar Membrane Electrodialysis.,"Electrochemical direct air capture (DAC) potentially represents a transformative solution in the fight against climate change. Herein we provide a critical perspective on pH-swing approaches, which leverage pH shifts to enhance CO<sub>2</sub> capture and release while minimizing energy demands and improving scalability. In particular, bipolar membrane electrodialysis offers promise. Widespread adoption requires overcoming challenges across molecular, micro-, and system scales. At the molecular scale, development of durable ion exchange layers and their integration into bipolar membranes with high ion conductivity, permselectivity, and stability is critical. At the microscale, stack designs must minimize energy losses by optimizing fluid dynamics, current densities, faradaic efficiencies, and pH gradients. At the system level, scalable DAC systems must integrate renewable energy and advanced CO<sub>2</sub> uptake strategies, such as enhanced solvent/electrolyte formulations and innovative reactor configurations. By addressing these milestones, electrochemical DAC can achieve intensified processes with improved energy efficiency, reduced costs, and higher CO<sub>2</sub>-removal capacities.",2025,Zarko P Jovanov; Dingchang Yang; Carla Glassl; Qilei Song; Ifan E L Stephens,ACS energy letters
40968675,Intraspecific support for the Climate Variability Hypothesis: Oxidative damage in lizards after acute temperature exposure.,"Ectotherms face mounting challenges from climate variability. The Climate Variability Hypothesis predicts that species from more variable environments will exhibit greater physiological resilience, but this has been largely untested within a species. Because ectotherm metabolic rates increase with temperature, mitochondrial function and its byproduct, reactive oxygen species, may play key roles in this thermal resilience. This study examined how temperature affects oxidative damage in prairie lizards (Sceloporus consobrinus) from three populations (northern, central, southern) along a latitudinal gradient in two separate experiments on different individuals. In the first experiment, lizards were exposed to day-long thermal exposures (18°C and 37°C). Oxidative damage, measured as 8-hydroxy-2'-deoxyguanosine (8-OHdG), increased in only the central and southern populations after cold exposure. Notably, the northern population, consistent with predictions of the Climate Variability Hypothesis, showed no increase, suggesting possible adaptations to mitigate cold-induced oxidative damage. In the second experiment, we tested whether oxidative damage was triggered by cold exposure or subsequent rewarming. Again, northern lizards showed no change, while southern lizards increased damage with faster rewarming rates. Finally, we found that 8-OHdG decreased 24-hrs after the cold exposure and rewarming, indicating it may be reversible. Collectively, these results provide the first intraspecific evidence for the Climate Variability Hypothesis in a vertebrate ectotherm. This suggests that cold-adapted lizards possess mechanisms to buffer oxidative damage, emphasizing the role of mitochondrial function and oxidative resilience in shaping thermal tolerances.",2025,Benjamin D Haussmann; Nicole A Joseph; Tiffany R Hegdahl; Kayla E Lichtner; Redeit N Woldebirhan; Benjamin G Travis; Garret P Peterson; Travis R Robbins; Mark F Haussmann,The Journal of experimental biology
40968491,Nitrogen enrichment reduces parasitism in an annual hemiparasite.,"Anthropogenic activities such as fossil fuel combustion and synthetic fertilizer synthesis have resulted in nitrogen (N) deposition and elevated N availability in ecosystems. Many parasitic plants are adapted to low N environments and have evolved mechanisms to sequester water, N, and other limiting nutrients from hosts. Anthropogenic N deposition may perturb these host-parasite interactions, thereby altering nutrient cycling and ultimately reducing biodiversity. To test how N enrichment affects the incidence and degree of plant parasitism, we assayed host-parasite performance and in vitro root growth under supplemental N levels representative of urban areas experiencing N deposition. We focused on the annual hemiparasite Castilleja exserta and two co-occurring host species, Nasella lepida and N. pulchra. Elevated N decreased haustoria formation and host-seeking behavior by roots but did not affect growth, suggesting N enrichment may reduce parasitism without associated loss of parasite biomass. We confirmed that parasitism decreased host performance and that the degree of parasitism was positively related to host biomass and earlier flowering. We also found N. lepida may be preferred over N. pulchra as a host. These results indicate that N pollution altered parasitism in C. exserta and highlight the far-reaching ecological effects of N pollution on host-parasite interactions within plant communities.",2025,Jasmine Taite; Paul D Nabity,American journal of botany
40968129,Seaweed as a climate fix for meat and dairy production: an LCA perspective.,"Livestock supply chains contribute a substantial share of global anthropogenic greenhouse gas (GHG) emissions, with enteric methane (CH₄) from ruminants being a key driver. Seaweed-derived feed additives have been proposed as a CH₄ mitigation strategy, but their broader environmental trade-offs remain unclear. This study applies life cycle assessment (LCA) to evaluate seven seaweed-supplemented scenarios across beef, dairy, and sheep production, assessing climate change, marine and freshwater eutrophication, land use, fossil fuel depletion, and water use. Results indicate that while certain seaweed additives can lower CH₄ emissions in vitro, real-world reductions in total GHG emissions remain modest. Energy-intensive processing and long transport distances can offset CH₄ abatement gains, with only scenarios utilizing low-impact by-products achieving net climate benefits. Sensitivity analyses highlight the importance of Global Warming Potential (GWP) time horizon selection, energy sources, and grazing practices in determining overall environmental performance. Optimizing algae sourcing, processing, and application will be essential to realizing meaningful and scalable mitigation potential in ruminant systems. While seaweed additives can contribute to CH₄ reduction, this study concludes they will not single-handedly deliver transformative climate benefits.",2025,J-B E Thomas; V W Xu; S J Krizsan; I M Aasen; A Oliveira; H Ramos; P Tyedmers; M Hayes; F Gröndahl,Scientific reports
40967953,Disability in ecology and evolution.,No Abstract Found,2025,Ella Bowles; Taormina Lepore; Brooke M Fitzwater,Trends in ecology & evolution
40967737,Moisture Matters: How Water Shapes Pest Invasions and Disease Outbreaks?,"Water availability and its distribution within plant tissues significantly influence photosynthesis, metabolism, transpiration, and crop susceptibility to pests and diseases. Both abiotic (e.g., drought, salinity, heat) and biotic stresses (e.g., insect pests, pathogens) disrupt plant water status, shaping plant responses across physiological, metabolic, and behavioral levels. These responses are highly variable and depend on stress intensity, plant adaptive capacity, pest or pathogen traits, and interactions with natural predators. This review presents the current understanding of the complex interplay between plant water dynamics, pest infestations, and disease development, with particular emphasis on their combined effects on crop resilience. Although considerable progress has been made in studying plant responses to individual abiotic or biotic stressors, the integrative role of water content in mediating plant-pest-pathogen interactions remains insufficiently explored. This review highlights how water stress can compromise plant structure and function, thereby increasing vulnerability to herbivory and infection. Critical research gaps are identified, particularly concerning simultaneous stress scenarios and the influence of soil properties on water-mediated responses. The review also examines the potential of advanced tools such as genome editing (CRISPR-Cas9), transcriptomics, and precision irrigation technologies for enhancing plant tolerance and reducing reliance on agrochemicals. The potential of biological control for mitigating pest pressure and alleviating water stress is discussed, including the use of natural enemies such as predatory insects and entomopathogenic fungi, which contribute to sustainable pest management. Overall, integrated water and pest management strategies are essential for maintaining crop productivity and resilience, particularly under the increasing challenges posed by climate change.",2025,Maroa Mohammed Al-Aisaee; Muhammad Amjad Ali; Ahmad Nawaz; Abdullah M Al-Sadi; Muhammad Farooq,Physiologia plantarum
40967668,Need to address mental health within climate change education.,"Education plays a crucial role in equipping young people with the skills and knowledge necessary to navigate the challenges of adulthood. In the context of the escalating climate crisis, climate change education (CCE) has an essential role in this aim. Despite an increase of research in the area, where young people have been identified as being particularly concerned about climate change, CCE continues to be under-represented in the UK curriculum. This article explores critical considerations for developing an effective approach to CCE. It emphasises the importance of young people's emotional responses to this aspect of their education that can shape their engagement with the topic. It addresses the need to consider how informal learning through social media and online platforms can have a significant impact on views of the crisis, as well as behaviour. Finally, the article proposes several evidence-based strategies to enhance the integration of CCE into formal education, fostering both critical engagement and actionable understanding among students.",2025,Fionnuala Mottishaw; Sarah MacQuarrie,BMJ mental health
40967552,Global warming amplifies wildfire health burden and reshapes inequality.,"Global warming intensifies wildfires and exacerbates greenhouse gas and pollutant emissions<sup>1</sup>. However, global projections remain incomplete, hindering effective policy interventions amid uncertain warming futures<sup>2</sup>. Here, we developed an interpretable machine learning framework to project global burned areas and wildfire emissions. This framework accounts for the impacts of future climate change on fire activity and quantifies associated premature deaths and radiative forcing from fire-induced particulate matter (PM<sub>2.5</sub>). Here we show that from 2010-2014 to 2095-2099, fire carbon emissions are projected to increase by 23% under the Shared Socioeconomic Pathway (SSP) 2-4.5. Increased fire-related aerosols reduce the 0.06 W m⁻² cooling effect north of 60°N. Projections show a surge in premature deaths from wildfire smoke, reaching 1.40 (95% Confidence Interval: 0.66-2.25) million annually during 2095-2099, roughly 6 times higher than current levels. Africa is projected to experience the greatest rise in fire-related deaths (11-fold), driven by emission changes and an aging population. Europe and the U.S. would experience a 1-2-fold increase under SSP2-4.5, linked to rising fire occurrences in the mid-latitude Northern Hemisphere. Overall, the health burden would become more evenly distributed across nations of differing development levels than present patterns, underscoring the need for coordinated efforts.",2025,Junri Zhao; Bo Zheng; Philippe Ciais; Yang Chen; Thomas Gasser; Josep G Canadell; Longyi Zhang; Qiang Zhang,Nature
40967551,Wildfire smoke exposure and mortality burden in the US under climate change.,"Wildfire activity has increased in the US and is projected to accelerate under future climate change <sup>1-3</sup>. However, our understanding of the impacts of climate change on wildfire activity, smoke, and health outcomes remains highly uncertain, due to the difficulty of modeling the causal chain from climate to wildfire to air pollution and health. Here we quantify the mortality burden in the US due to wildfire smoke fine particulate matter (PM<sub>2.5</sub>) under climate change. We construct an ensemble of statistical and machine learning models that link climate to wildfire smoke PM<sub>2.5</sub>, and empirically estimate smoke PM<sub>2.5</sub>-mortality relationships using data on all recorded deaths in the US. We project that smoke PM<sub>2.5</sub> could result in 71,420 excess deaths (95% CI: 34,930 - 98,430) per year by 2050 under a high warming scenario (SSP3-7.0) - a 73% increase relative to estimated 2011-2020 average annual excess deaths from smoke. Cumulative excess deaths from smoke PM<sub>2.5</sub> could reach 1.9 million between 2026-2055. We find evidence for mortality impacts of smoke PM<sub>2.5</sub> that last up to three years after exposure. When monetized, climate-driven smoke deaths result in economic damages that exceed existing estimates of climate-driven damages from all other causes combined in the US <sup>4,5</sup>. Our research suggests that the health impacts of climate-driven wildfire smoke could be among the most important and costly consequences of a warming climate in the US.",2025,Minghao Qiu; Jessica Li; Carlos F Gould; Renzhi Jing; Makoto Kelp; Marissa L Childs; Jeff Wen; Yuanyu Xie; Meiyun Lin; Mathew V Kiang; Sam Heft-Neal; Noah S Diffenbaugh; Marshall Burke,Nature
40967498,Extreme Weather Events and Early Childhood Growth in Low- and Middle-Income Regions: A Systematic Review and Meta-Analysis.,"Extreme weather, a significant yet often underrecognized risk factor for early childhood growth, increasingly threatens child nutrition and health, particularly among children under five. This review aims to synthesize current evidence on the associations between extreme weather events and early childhood growth outcomes. A comprehensive literature search was performed across PubMed, Embase, Web of Science, and Scopus for studies published between January 1, 1990, and December 31, 2024. The random-effects meta-analysis was conducted to synthesize the regression coefficients (β) and odds ratios (ORs) assessing the associations between extreme weather events and child growth outcomes, with subgroup analyses by the exposure type and the children age. Study quality was assessed using the Newcastle-Ottawa Scale for both cohort and cross-sectional studies. Heterogeneity was assessed using the I<sup>2</sup> statistics, and publication bias was examined through funnel plots and Egger's tests. Our search initially identified 2,874 records, of which 18 studies met the eligibility criteria and were included in the meta-analysis. Pooled analyses showed significant associations between extreme weather events and reduced height-for-age z-scores (HAZ) (β = -0.08; 95% CI: -0.12, -0.04), as well as increased odds of stunting (OR = 1.19; 95% CI: 1.04, 1.36). Subgroup analyses of HAZ indicated strong negative associations for drought (β = -0.11, 95% CI: -0.16, -0.05), extreme rainfall (β = -0.11, 95% CI: -0.15, -0.07), and among children under five years (β = -0.08, 95% CI: -0.13 to -0.03). There was substantial heterogeneity for both HAZ (I<sup>2</sup> = 76%) and stunting (I<sup>2</sup> = 97%). Weight-for-height z-scores (WHZ) also exhibited a negative association (β = -0.05; 95% CI: -0.08, -0.01), whereas wasting showed no significant association. The risk of bias was generally low. However, publication bias was detected for WHZ and wasting outcomes. Our findings indicated that extreme weather events were significantly associated with adverse outcomes of early childhood growth, especially concerning linear growth and stunting. Integrating climate resilience into early childhood health planning is crucial to protect and promote child growth and development amid a progressively uncertain climate future.",2025,Xuechun Wang; Lu Lan; Xing Xing; Wenyu Yang; He Zhu; Ruoxi Ding,Environmental research
40967461,"Weak recovery of insectivorous bird populations after ban of neonicotinoid in France, hinting at lasting impacts.","Neonicotinoids are expected to play a significant role in the decline of bird populations through their adverse effects on food resources (primarily insects) and to their lethal and sub-lethal toxicity. Previous studies in the US and the Netherlands have shown links between neonicotinoid use and bird abundance, but the potential for population recovery after ban has not been investigated. Here, we investigated this relationship in France over the 2013 - 2022 period, focusing on 57 bird species from insectivorous, granivorous and generalist guilds, surveyed across a large number of plots (n = 1983). We specifically examined imidacloprid, the most widely sold neonicotinoid in France before its ban in 2018, which is still found in surface waters and soils. Additionally, we accounted for potential effects of other pesticides by calculating the Total Applied Toxicity (TAT) for different species groups, as well as landscape and climate factors. We found that population abundance of insectivorous birds was negatively associated with imidacloprid use. We also found that the difference in insectivorous bird abundance between sites with high versus no imidacloprid use was slightly higher before the ban (12.7% more birds in sites with no imidacloprid) than after (9%), suggesting only weak recovery of their populations. In contrast, granivorous and generalist species showed neutral or non-linear associations with other pesticide use and no response to imidacloprid. Our study confirms the detrimental impact of imidacloprid on insectivorous birds and highlights that pesticide bans alone do not ensure immediate biodiversity recovery. This calls for additional conservation actions in landscapes contaminated with neonicotinoids to restore insect and bird populations.",2025,Thomas Perrot; Karine Princé; Emmanuelle Porcher; Jakob Wolfram; Ralf Schulz; Colin Fontaine,"Environmental pollution (Barking, Essex : 1987)"
40967332,"N-3 Long-Chain Polyunsaturated Fatty Acids in fish physiology: From aquaculture to economic, ecologic and public health challenges.","N-3 long-chain polyunsaturated fatty acids (n-3 LC PUFA), particularly eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA), are essential molecules to fish physiology, influencing their development, metabolism, immunity, behavior, and reproduction. However, fish have a limited ability to synthesize these fatty acids endogenously, and must obtain them through diet. The dietary availability of these molecules is increasingly challenged by both ecological and aquaculture constraints linked to climate change and to sustainability of ressources (e.g. fisheries). Currently, global changes - including ocean warming - may reduce the availability of these fatty acids in marine food webs, raising concerns for fish population dynamics and aquaculture sustainability that still largely depends on forage fish. In this review, we first summarize the metabolic pathways and tissue distribution of n-3 LC PUFA in freshwater and marine fish, highlighting differences in bioconversion capacities. We then explore the physiological and behavioral consequences of varying dietary n-3 LC PUFA levels in aquaculture feeds and natural environments, including effects on growth, locomotion, cognition, metabolic performance, oxidative status, immune response, and reproductive investment. We also review current alternatives to fish meal and fish oil, such as plant, insect, microbial, and genetically modified sources, and discuss their potential to meet fish nutritional needs. Altogether, this synthesis underscores the current challenge of n-3 LC PUFA dietary shortage for fish health, aquaculture production and nutritional security of human population, and identifies knowledge gaps that must be addressed to ensure both ecological resilience and sustainable aquaculture development in a rapidly changing world.",2025,Mickael Péron; Mathilde Bertrand; Elodie Baranek; Maud Martinat; Philippe Soudant; Marie Vagner; Jérôme Roy,Biochimie
40967233,"The health, environmental, and cost implications of providing healthy and sustainable school meals for every child by 2030: a global modelling study.","School meal programmes are thought to improve dietary behaviour in children, with benefits sustained throughout the life course, making them important catalysts for wider food-system change. However, only one in five children globally currently receives school meals. We estimated the potential effects of extending school meal coverage to all children by 2030 for dietary health; the environmental effects related to diets; and the costs of diets at global, regional, and national levels. We conducted health, environmental, and cost assessments of future scenarios of school meal coverage, meal frequency, meal composition, and food wastage. In the health assessment, we used statistical methods and a comparative risk assessment to estimate short-term changes in undernourishment and long-term changes in dietary risks and mortality. In the environmental assessment, we used food-related environmental footprints to analyse how changes in dietary composition and food waste affect greenhouse gas emissions, land use, and freshwater use. In the cost assessment, we used an international dataset of food prices to estimate changes in diet costs, and we used estimates of the social cost of carbon and the costs of illness to estimate changes in the costs of climate-change damages and in health-related costs. Extending school meal programmes to all children globally by 2030 could be associated with substantial health and environmental benefits globally and in each country. In the model assessments, the prevalence of undernourishment in food-insecure populations was reduced by a quarter due to having an additional meal at school; more than 1 million cases of non-communicable diseases were prevented globally per year if dietary habits were partly sustained into adulthood; and food-related environmental effects were halved if meal composition adhered to recommendations for healthy and sustainable diets and food waste was reduced. Increasing school meal coverage incurred additional meal-related costs that ranged from 0·1% of gross domestic product (GDP) in high-income countries to 1·0% of GDP in low-income countries. Reductions in the external costs of climate-change damages and the costs of illness compensated for the costs of providing meals in line with health and sustainable diets. Universal school meal coverage could make important contributions to improving children's health, the food security of their families, and the sustainability of food systems. However, dedicated policy and financial support will be required to close the gap in school meal coverage, especially in low-income countries. Research Consortium for School Health and Nutrition.",2025,Marco Springmann; Manasi P Hansoge; Linda Schulz; Silvia Pastorino; Donald A P Bundy,The Lancet. Planetary health
40967098,High temperatures amplify aggressiveness of an invasive lizard toward a native congener.,"Invasive species cause major disturbances to endemic wildlife and often displace native species. Behavioral aggression can contribute to invasive species success, but little is known about how temperature and aggression interact. We tested for effects of temperature on interspecific aggression between the invasive brown anole lizard (Anolis sagrei) and a native congener, the green anole (A. carolinensis). Anolis sagrei displaces A. carolinensis from perch sites in sympatry, which is hypothesized to result at least in part from higher levels of aggression. We tested hypotheses about the temperature-dependence of interspecific aggression across five ecologically relevant temperature regimes that span cool spring to hot summer conditions. Additionally, we tested whether the presence of A. sagrei disrupts A. carolinensis thermoregulation. The invasive Anolis sagrei was more aggressive than A. carolinensis in all temperature regimes. In addition, the difference in aggression between the species was greatest at high temperatures. In contrast, we found little evidence that A. carolinensis thermoregulation is affected by A. sagrei. Our results indicate that the effects of an invasive lizard on a native competitor may be facilitated by high levels of aggression that could be amplified with rising temperatures. Overall, our results are consistent with aggression facilitating invasive species success, and that the effect can be amplified under climate change.",2025,Julie E Rej; Alex R Gunderson,Journal of thermal biology
40966989,Bacterial and Vibrio community diversity in tropical rock oysters in northern Australia.,"Tropical rock oyster aquaculture is an emerging industry for most countries in the Asia-Pacific, including tropical north Australia. Food safety is an important element, but there exist large gaps in our understanding of the risks posed by potential pathogens including virulent Vibrio strains. To start to address this, oysters were collected from 13 sites across northern Australia to measure their bacterial community, including Vibrio. The dominant bacterial families were the Spirochaetaceae, Mycoplasmataceae and Vibrionaceae. The most abundant Vibrio species were V. parahaemolyticus, V. harveyi and V. diabolicus, but other potential human pathogenic species were detected including V. vulnificus. V. parahaemolyticus levels were above recommended guidelines in 37 % of oysters but virulence genes trh or tdh were not detected; V. vulnificus was detected in 31 % of oyster samples. Eleven potential oyster Vibrio pathogens were identified. Our results show that although food safety Vibrio species were prevalent, virulence genes were not. This highlights the need to focus on virulence rather than species abundance to obtain a realistic measure of risk.",2025,A C Padovan; S Nowland; M Kaestli; N Siboni; Z Tinning; J R Seymour; K S Gibb,Marine environmental research
40966948,Co-elevated atmospheric CO<sub>2</sub> and temperature increase rice yield but degrade nutrient quality in a cold temperature region.,"The responses of three Japonica rice cultivars were investigated throughout a full growing season in computer-controlled open-top chambers under four treatments: control (CK), elevated CO<sub>2</sub> (700 ppm, eC), elevated temperature (+2 °C, eT), and their combination (eCeT). To assess the impact of climate change factors, the present study performed comprehensive physiological measurements and flag leaf transcriptomic analysis to evaluate rice yield and quality. Both eC and eCeT synergistically upregulated genes related to photosystem II (PsbA) and photosystem I (PsaA/B/C), thereby enhancing photochemical efficiency (ΦPSII by +18% and 12%) through improved electron transport and ATP/NADPH synthesis. This molecular reprogramming, coupled with RBCL-mediated carbon assimilation and NEMDH-facilitated photorespiratory bypass, contributed to a 37% increase in net photosynthetic rate (P<sub>n</sub>) under eC. eT alone activated phosphoenolpyruvate carboxylase (PEPC) while maintaining ΦPSII stability, supporting continued starch accumulation (+22% NPQ) without diminishing the CO<sub>2</sub> fertilization effect. Although eCeT induced more synergistic gene regulation (32 differentially expressed genes vs. 22 under eC + eT), no significant interaction effect on P<sub>n</sub> was observed (p > 0.05), suggesting maintenance of post-transcriptional homeostasis. Ultimately, eC significantly enhanced P<sub>n</sub> and ΦPSII, resulting in a 24% yield increase that was not offset by warming. However, CO<sub>2</sub>-induced carbohydrate accumulation led to reductions in grain protein (-7.2%) and mineral contents (P, K, Mg, Mn), with elevated temperature only partially mitigating mineral losses. The identification of RBCL and NEMDH as key climate-resilience biomarkers, along with PEPC-mediated thermal adaptation, provides promising molecular targets for breeding nutrient-enriched rice cultivars suited to warming, high-latitude environments. These findings indicate that while warming helps sustain the yield benefits of elevated CO<sub>2</sub> in cold regions, it exacerbates nutrient dilution, highlighting the need for strategies that jointly optimize both yield and nutritional quality under future climate scenarios.",2025,Chunyu Zhang; Yanfeng Hu; Zhenhua Yu; Jinyuan Zhang; Xiaojing Hu; Junjie Liu; Guanghua Wang; Xiaobing Liu; Jian Jin; Yansheng Li,Plant physiology and biochemistry : PPB
40966924,"Effects of persistent thermal plumes on Zostera muelleri reproductive effort, seed bank densities and seed bank viability.","A warming climate poses significant threats to seagrass species worldwide, resulting in ecosystem impacts such as reduced foreshore stabilisation, decreased fisheries habitat, and diminished carbon sequestration. The recovery of seagrass is often inconsistent, taking weeks to years, and in severe cases, recovery may not occur. Recovery is facilitated through both asexual and sexual reproduction, with smaller or short-term disturbances typically favoring asexual reproduction, while large-scale disturbances rely on a persistent seed bank. This study investigated reproductive metrics of Zostera muelleri in persistent thermal plumes, measuring reproductive shoot density, spathe counts, and seed bank density and viability. An estuary affected by thermal effluent, Lake Macquarie, NSW, Australia, was used as a proxy for future climate scenarios and compared with two other east coast Australian estuaries. Seed banks in all three systems were relatively small (averaging 16 seeds m<sup>-2</sup>), suggesting that these populations may not rely strongly on seed banks for recovery. Mean reproductive shoot densities ranged from 4 to 8 shoots m<sup>-2</sup>, while spathe counts averaged between 10 and 20 per reproductive shoot, with peak reproductive metrics observed in November and January. Importantly, no significant differences in reproductive shoot densities, spathe counts, or seed bank viability were found between thermally affected (mean maximum temperatures ~2 °C higher) and ambient conditions, indicating that Zostera muelleri reproduction on the east coast of Australia may have the capacity to acclimate to temperatures expected by the end of the 21st century.",2025,Tom Moir; Megan J Huggett; Timothy M Smith; Troy F Gaston,Marine pollution bulletin
40966872,"Habitat degradation and quality assessment of Khyargas Lake, Western Mongolia and adjacent terrestrial and freshwater areas.","Lakes in Western Mongolia have international significance as they provide an important stopover for numerous migratory bird species. These wetlands also have a primary role in acting as an ecological regulator for maintaining water regimes and habitats which directly impact the level of biodiversity, ecological functionality and climate change resilience of the surrounding environments. This study evaluates the habitat quality and degradation status over the period of 2002-2022 of Khyargas Lake, the second-largest brackish lake in Mongolia, and its terrestrial and interconnected freshwater surroundings, using the InVEST (Integrated valuation of ecosystem services and trade-offs) model. We used satellite images to analyse land cover changes and threat sources, estimating their maximum distance of impact and sensitivity score for each threat source within land cover types. The results indicate that steppe and dry steppe regions are transitioning toward semi-desert conditions, suggesting that the area may be experiencing aridification. By 2022, an estimated 11.1 % of the total study area was identified as exhibiting varying degrees of habitat degradation. We identified a particular risk of habitat quality losses around Khyargas Lake, where most tourism activities are present, and in areas with dry steppe and desert steppe land cover. Identifying areas of varying habitat quality and determining threats can help shape guide conservation and restoration efforts at Khyargas Lake more effectively. This may assist decision-makers in reducing the potential impact of human activities on habitat quality.",2025,Purevsuren Munkhtur; Maartje Oostdijk; David Cook,Journal of environmental management
40966808,Techno-economic assessment and life cycle analysis of a corncob-based xylitol biorefinery.,"A detailed techno-economic analysis and life cycle assessment of a proposed xylitol biorefinery from corncob biomass was performed. The calculations are based on a plant with 20 t of corncob as the feed. Based on the simulation analysis, the commercial plant was estimated to produce ∼209 t of food-grade xylitol annually. The selling price of xylitol was calculated to be Rs 375/kg of crystals, which would achieve a payback of less than 5 years with a high internal rate of return. The environmental impacts calculated from the plant showed GHG emissions of ∼7.67 kg CO<sub>2</sub> eq/kg of the crystals with low water footprint and other ecotoxicities. The electrical and steam utilities involved in different unit operations within the plant were the major contributors towards CO<sub>2</sub> emissions and the operating cost. The results illustrated that the plant would have favorable economics and can contribute towards sustainable xylitol production in India.",2025,Diptarka Dasgupta; Prasenjit Ghosh; Vishal Ahuja; Snehal More; Thallada Bhaskar,The Science of the total environment
40966802,A multi-source approach to groundwater storage and recharge assessment in the Volta Basin.,"Assessing groundwater storage changes is important in semiarid regions such as the Volta Basin in sub-Saharan Africa but can be challenging due to data scarcity. This study presents a multi-source approach combining NASA's Gravity Recovery and Climate Experiment (GRACE) mission data, Climate Hazards group Infrared Precipitation with Stations (CHIRPS) precipitation data, the new Global Land Data Assimilation System (GLDAS) v2.2 CLSM groundwater storage anomaly dataset, traditional non-groundwater terrestrial water storage components from GLDAS v2.1, and Copernicus satellite data for surface water dynamics to analyze groundwater storage changes and recharge rates in the Volta Basin. Our study reveals: (1) A small change in groundwater storage from 2002 to 2012, followed by a significant increase from 2012 to 2022; (2) A total groundwater increase of approximately 30 cubic kilometers or about 10 cm of liquid water equivalent over the entire study period; (3) Water storage in the basin is dominated by fluctuations in Lake Volta, which accounts for ∼50 % of terrestrial water storage; (4) Groundwater recharge rates estimated using the Water Table Fluctuation Method on GRACE- and GLDAS-derived data, aligned with values from monitoring wells and previous studies; (5) The GLDAS v2.2 dataset exhibits similar seasonal trends with periodic peaks and troughs, yet the amplitude of anomalies from GLDAS are larger compared to the GRACE dataset; and (6) Groundwater recharge shows a weak correlation with extreme precipitation events, suggesting more water percolates rather than evaporates during such events. However, other factors, including land use changes and agricultural practices, may also impact groundwater storage and recharge.",2025,Sergio A Barbosa; Norman L Jones; Gustavious P Williams; Henok Teklu; Sandow M Yidana; Sarva T Pulla; Jorge Luis Sanchez; E James Nelson; Daniel P Ames; A Woodruff Miller,The Science of the total environment
40966538,Critical Role of Land Management Practices in Augmenting China's Terrestrial Carbon Sink up to 2060.,"China's carbon neutrality goal hinges on augmenting its terrestrial carbon sink through land management practices and environmental changes. However, the magnitude of China's future terrestrial carbon sink and its contributing factors remain uncertain. Notably, there is a lack of appropriate tools to parse the contributions of individual land management practices (i.e., afforestation/reforestation, grassland grazing exclusion, and wood extraction) to China's future terrestrial carbon sink. Employing a process-based model, this study projected an increment of 84.8 Tg C yr<sup>-1</sup> in China's terrestrial carbon sink for 2021-2060 under the SSP1-2.6 scenario relative to the 2020 baseline of 224.1 Tg C yr<sup>-1</sup>. Land management practices, including afforestation and reforestation, reduced wood extraction, and grazing exclusion, were responsible for 96.8% of this increment, while environmental changes accounted for only 3.2% of this increment, with climate change nearly fully offsetting the contribution from atmospheric CO<sub>2</sub> growth. China's terrestrial carbon sinks were estimated to range from 289.8 to 339.8 Tg C yr<sup>-1</sup> during 2021-2060 under different land management practices and environmental conditions. These findings highlight the dominant role of land management practices in augmenting carbon sequestration and provide critical insights for developing climate policies that support China's carbon neutrality goals.",2025,Mengyang Xu; Pengyi Zhang; Junhao He; Chao Yue; Ziyu Zhang; Qi Tian; Feilong Shen; Zhongdian Zhang; Jie Zhao; Mengyu Wang; Lei Zhu; Yi Leng; Jiasheng Li; Lele Wang,Environmental science & technology
